# Year	Month	Mean_T	Sum_P	Sum_pet
2104	10	10.5194	92.8	30.4
2105	10	9.58387	13.5	35.9
2106	10	11.0742	53.1	36.5
2107	10	9.23871	60.1	33.5
2108	10	10.9258	103.3	31.8
2109	10	9.68064	86.8	31.5
2110	10	7.93226	11.3	28.3
2111	10	11.7516	114.3	35.6
2112	10	12.1194	95.5	33.5
2113	10	11.7516	114.3	35.6
2114	10	13.6484	47.2	41.4
2115	10	10.5194	83.7	32.4
2116	10	12.1194	95.5	33.5
2117	10	12.1194	95.5	33.5
2118	10	9.47742	39.5	27.9
2119	10	10.6516	102.1	36.3
2120	10	11.6161	51.6	28.1
2121	10	10.4935	39	32.7
2122	10	10.1387	63.2	32.6
2123	10	9.46774	39.3	35.2
2124	10	10.6516	102.1	36.3
2125	10	10.2516	88.6	29.1
2126	10	10.2258	147.1	28.4
2127	10	11.2613	48.5	33.9
2128	10	10.8419	51.1	34.5
2129	10	11.3903	126.3	31.1
2130	10	6.80323	85	26.9
2131	10	10.2258	147.1	28.4
2132	10	9.23871	60.1	33.5
2133	10	9.69032	52.8	34.3
2134	10	10.5742	94.5	27.1
2135	10	11.0903	87.5	35.1
2136	10	9.42581	60.5	29.4
2137	10	7.15484	52.7	28.7
2138	10	8.45161	92.6	28.9
2139	10	12.1194	95.5	33.5
2140	10	11.4161	93.3	37.7
2141	10	10.5194	92.8	30.4
2142	10	10.1387	63.2	32.6
2143	10	9.65484	33.2	25.2
2144	10	9.68064	86.8	31.5
2145	10	7.73871	102.4	27.2
2146	10	10.6516	102.1	36.3
2147	10	9.93548	69.1	31.9
2148	10	9.47742	39.5	27.9
2149	10	13.6484	47.2	41.4
2150	10	11.7516	114.3	35.6
2151	10	11.0903	87.5	35.1
2152	10	8.52903	74.8	32.8
2153	10	8.45161	92.6	28.9
2154	10	10.7871	89.4	32.2
2155	10	10.6516	102.1	36.3
2156	10	9.68064	86.8	31.5
2157	10	11.3903	126.3	31.1
2158	10	10.5194	92.8	30.4
2159	10	11.7516	114.3	35.6
2160	10	7.15484	52.7	28.7
2161	10	9.47419	38.8	32.8
2162	10	10.1387	63.2	32.6
2163	10	11.7516	114.3	35.6
2164	10	8.52903	74.8	32.8
2165	10	6.80323	85	26.9
2166	10	9.58387	13.5	35.9
2167	10	11.6161	51.6	28.1
2168	10	10.9258	103.3	31.8
2169	10	11.3903	126.3	31.1
2170	10	10.8419	51.1	34.5
2171	10	8.46129	102.4	30.4
2172	10	11.0903	87.5	35.1
2173	10	12.3806	45.4	38.1
2174	10	9.37097	48.7	28.1
2175	10	10.5194	83.7	32.4
2176	10	11.6226	52.1	43.6
2177	10	11.3161	34.4	33.4
2178	10	11.2613	48.5	33.9
2179	10	10.5194	92.8	30.4
2180	10	11.4161	4	35.2
2181	10	9.23871	60.1	33.5
2182	10	11.7516	114.3	35.6
2183	10	10.6516	102.1	36.3
2184	10	9.47742	39.5	27.9
2185	10	8.52903	74.8	32.8
2186	10	13.6484	47.2	41.4
2187	10	10.7871	89.4	32.2
2188	10	9.65484	33.2	25.2
2189	10	8.52903	74.8	32.8
2190	10	9.23871	25.1	37
2191	10	9.83226	28.3	31
2192	10	9.93548	69.1	31.9
2193	10	10.5194	83.7	32.4
2194	10	10.5194	83.7	32.4
2195	10	13.6484	47.2	41.4
2196	10	11.2613	48.5	33.9
2197	10	10.5194	83.7	32.4
2198	10	7.15484	52.7	28.7
2199	10	11.6226	52.1	43.6
2200	10	11.6161	51.6	28.1
2201	10	9.42581	60.5	29.4
2202	10	11.4129	49.9	42.8
2203	10	6.57097	159.1	21
2204	10	11.2613	48.5	33.9
2205	10	11.0903	87.5	35.1
2206	10	9.42581	60.5	29.4
2207	10	9.58387	13.5	35.9
2208	10	10.8419	51.1	34.5
2209	10	6.80323	85	26.9
2210	10	8.67742	171.9	26.4
2211	10	9.46774	39.3	35.2
2212	10	9.23871	60.1	33.5
2213	10	9.93548	69.1	31.9
2214	10	11.2613	48.5	33.9
2215	10	13.7387	44.9	37
2216	10	8.67742	171.9	26.4
2217	10	11.6161	148.9	28.5
2218	10	11.6226	52.1	43.6
2219	10	12.5065	54.7	35.5
2220	10	10.7871	89.4	32.2
2221	10	9.5129	74.2	27.2
2222	10	9.81936	32.5	32.5
2223	10	9.47742	39.5	27.9
2224	10	10.5742	94.5	27.1
2225	10	9.81936	32.5	32.5
2226	10	10.7871	89.4	32.2
2227	10	9.83226	28.3	31
2228	10	10.7871	89.4	32.2
2229	10	9.47419	38.8	32.8
2230	10	11.4161	93.3	37.7
2231	10	9.46774	39.3	35.2
2232	10	11.4129	49.9	42.8
2233	10	11.4129	49.9	42.8
2234	10	11.4129	49.9	42.8
2235	10	9.37097	48.7	28.1
2236	10	11.7516	114.3	35.6
2237	10	9.93548	69.1	31.9
2238	10	9.42581	60.5	29.4
2239	10	7.73871	102.4	27.2
2240	10	10.6516	102.1	36.3
2241	10	12.3806	45.4	38.1
2242	10	10.7871	89.4	32.2
2243	10	8.34516	167.4	27.1
2244	10	9.81936	32.5	32.5
2245	10	7.15484	52.7	28.7
2246	10	13.6484	47.2	41.4
2247	10	7.15484	52.7	28.7
2248	10	11.6226	52.1	43.6
2249	10	11.4129	49.9	42.8
2250	10	10.8419	51.1	34.5
2251	10	9.81936	32.5	32.5
2252	10	9.46774	39.3	35.2
2253	10	11.7516	114.3	35.6
2254	10	10.7871	89.4	32.2
2255	10	13.6484	47.2	41.4
2256	10	6.57097	159.1	21
2257	10	8.4871	59.5	29
2258	10	9.46774	39.3	35.2
2259	10	9.93548	69.1	31.9
2260	10	10.9258	103.3	31.8
2261	10	10.2516	88.6	29.1
2262	10	9.69032	52.8	34.3
2263	10	9.46774	39.3	35.2
2264	10	7.83226	44.6	34.1
2265	10	9.81936	32.5	32.5
2266	10	11.6226	52.1	43.6
2267	10	10.0419	32.1	36.4
2268	10	9.37097	48.7	28.1
2269	10	9.5129	74.2	27.2
2270	10	7.83226	44.6	34.1
2271	10	9.46774	39.3	35.2
2272	10	9.23871	25.1	37
2273	10	11.2613	48.5	33.9
2274	10	11.0742	53.1	36.5
2275	10	9.83226	28.3	31
2276	10	9.23871	25.1	37
2277	10	6.57097	159.1	21
2278	10	11.0903	87.5	35.1
2279	10	9.37097	48.7	28.1
2280	10	10.2516	88.6	29.1
2281	10	10.1387	63.2	32.6
2282	10	9.5129	74.2	27.2
2283	10	7.83226	44.6	34.1
2284	10	7.73871	102.4	27.2
2285	10	9.68064	86.8	31.5
2286	10	11.4161	4	35.2
2287	10	13.7387	44.9	37
2288	10	10.029	63.7	29.4
2289	10	9.42581	60.5	29.4
2290	10	9.5129	74.2	27.2
2291	10	12.1194	95.5	33.5
2292	10	9.47742	39.5	27.9
2293	10	10.8419	51.1	34.5
2294	10	11.4129	49.9	42.8
2295	10	12.3806	45.4	38.1
2296	10	11.0903	87.5	35.1
2297	10	9.47419	38.8	32.8
2298	10	10.029	63.7	29.4
2299	10	11.0903	87.5	35.1
2300	10	11.4129	49.9	42.8
2301	10	11.0903	87.5	35.1
2302	10	13.7387	44.9	37
2303	10	9.47742	39.5	27.9
2304	10	9.47742	39.5	27.9
2305	10	12.8548	83.2	32.3
2306	10	9.93548	69.1	31.9
2307	10	9.23871	25.1	37
2308	10	11.3903	126.3	31.1
2309	10	10.7871	89.4	32.2
2310	10	9.37097	48.7	28.1
2311	10	11.6161	148.9	28.5
2312	10	11.6226	52.1	43.6
2313	10	9.65484	33.2	25.2
2314	10	9.83226	28.3	31
2315	10	10.4935	39	32.7
2316	10	10.8419	51.1	34.5
2317	10	8.67742	171.9	26.4
2318	10	11.6161	148.9	28.5
2319	10	10.6516	102.1	36.3
2320	10	10.5742	94.5	27.1
2321	10	11.7516	114.3	35.6
2322	10	9.83226	28.3	31
2323	10	11.0903	87.5	35.1
2324	10	9.58387	13.5	35.9
2325	10	12.1194	95.5	33.5
2326	10	10.5194	83.7	32.4
2327	10	7.93226	11.3	28.3
2328	10	11.6161	51.6	28.1
2329	10	8.4871	59.5	29
2330	10	10.0419	32.1	36.4
2331	10	10.1387	63.2	32.6
2332	10	11.0742	53.1	36.5
2333	10	9.42581	60.5	29.4
2334	10	8.34516	167.4	27.1
2335	10	10.2516	88.6	29.1
2336	10	11.2613	48.5	33.9
2337	10	9.81936	32.5	32.5
2338	10	9.23871	60.1	33.5
2339	10	8.4871	59.5	29
2340	10	9.23871	60.1	33.5
2341	10	9.68064	86.8	31.5
2342	10	6.80323	85	26.9
2343	10	10.1387	63.2	32.6
2344	10	8.34516	167.4	27.1
2345	10	11.4161	4	35.2
2346	10	9.23871	60.1	33.5
2347	10	9.23871	60.1	33.5
2348	10	10.5742	94.5	27.1
2349	10	10.5194	83.7	32.4
2350	10	9.42581	60.5	29.4
2351	10	11.3903	126.3	31.1
2352	10	8.52903	74.8	32.8
2353	10	12.8548	83.2	32.3
2354	10	6.57097	159.1	21
2355	10	9.47419	38.8	32.8
2356	10	10.2516	88.6	29.1
2357	10	11.6161	51.6	28.1
2358	10	6.80323	85	26.9
2359	10	9.93548	69.1	31.9
2360	10	9.83226	28.3	31
2361	10	10.5194	92.8	30.4
2362	10	12.3806	45.4	38.1
2363	10	10.5194	83.7	32.4
2364	10	10.2516	88.6	29.1
2365	10	10.4935	39	32.7
2366	10	8.34516	167.4	27.1
2367	10	11.0903	87.5	35.1
2368	10	10.5742	94.5	27.1
2369	10	9.5129	74.2	27.2
2370	10	8.67742	171.9	26.4
2371	10	8.4871	59.5	29
2372	10	9.42581	60.5	29.4
2373	10	10.2613	131	30.5
2374	10	9.23871	25.1	37
2375	10	7.93226	11.3	28.3
2376	10	10.2613	131	30.5
2377	10	10.4935	39	32.7
2378	10	10.2613	131	30.5
2379	10	10.029	63.7	29.4
2380	10	9.5129	74.2	27.2
2381	10	11.2613	48.5	33.9
2382	10	9.46774	39.3	35.2
2383	10	9.65484	33.2	25.2
2384	10	7.83226	44.6	34.1
2385	10	13.7387	44.9	37
2386	10	10.2613	131	30.5
2387	10	7.15484	52.7	28.7
2388	10	8.4871	59.5	29
2389	10	8.4871	59.5	29
2390	10	9.5129	74.2	27.2
2391	10	7.93226	11.3	28.3
2392	10	10.7871	89.4	32.2
2393	10	12.8548	83.2	32.3
2394	10	10.5742	94.5	27.1
2395	10	11.0742	53.1	36.5
2396	10	10.5194	83.7	32.4
2397	10	10.029	63.7	29.4
2398	10	12.3806	45.4	38.1
2399	10	11.6161	51.6	28.1
2400	10	9.65484	33.2	25.2
2401	10	7.73871	102.4	27.2
2402	10	10.5194	92.8	30.4
2403	10	9.81936	32.5	32.5
2404	10	7.93226	11.3	28.3
2405	10	12.3806	45.4	38.1
2406	10	10.8419	51.1	34.5
2407	10	9.58387	13.5	35.9
2408	10	10.9258	103.3	31.8
2409	10	11.4129	49.9	42.8
2410	10	8.67742	171.9	26.4
2411	10	9.47742	39.5	27.9
2412	10	11.0903	87.5	35.1
2413	10	10.2613	131	30.5
2414	10	10.029	63.7	29.4
2415	10	8.46129	102.4	30.4
2416	10	11.6161	148.9	28.5
2417	10	9.68064	86.8	31.5
2418	10	11.6226	52.1	43.6
2419	10	12.3806	45.4	38.1
2420	10	10.5194	92.8	30.4
2421	10	11.3161	34.4	33.4
2422	10	9.47419	38.8	32.8
2423	10	11.3161	34.4	33.4
2424	10	8.52903	74.8	32.8
2425	10	12.8548	83.2	32.3
2426	10	9.65484	33.2	25.2
2427	10	10.6516	102.1	36.3
2428	10	12.5065	54.7	35.5
2429	10	9.47742	39.5	27.9
2430	10	11.4161	93.3	37.7
2431	10	10.6516	102.1	36.3
2432	10	10.8419	51.1	34.5
2433	10	9.23871	60.1	33.5
2434	10	12.3806	45.4	38.1
2435	10	9.23871	25.1	37
2436	10	11.6226	52.1	43.6
2437	10	9.81936	32.5	32.5
2438	10	12.8548	83.2	32.3
2439	10	9.37097	48.7	28.1
2440	10	9.46774	39.3	35.2
2441	10	13.4903	61.6	36.8
2442	10	9.37097	48.7	28.1
2443	10	9.47742	39.5	27.9
2444	10	7.83226	44.6	34.1
2445	10	10.0419	32.1	36.4
2446	10	9.83226	28.3	31
2447	10	8.67742	171.9	26.4
2448	10	9.23871	60.1	33.5
2449	10	11.0903	87.5	35.1
2450	10	6.80323	85	26.9
2451	10	10.2258	147.1	28.4
2452	10	10.2613	131	30.5
2453	10	7.93226	11.3	28.3
2454	10	11.3161	34.4	33.4
2455	10	7.73871	102.4	27.2
2456	10	6.80323	85	26.9
2457	10	9.5129	74.2	27.2
2458	10	9.65484	33.2	25.2
2459	10	11.4129	49.9	42.8
2460	10	11.6161	51.6	28.1
2461	10	9.81936	32.5	32.5
2462	10	12.1194	95.5	33.5
2463	10	7.73871	102.4	27.2
2464	10	8.4871	59.5	29
2465	10	10.1387	63.2	32.6
2466	10	11.7516	114.3	35.6
2467	10	8.34516	167.4	27.1
2468	10	11.0903	87.5	35.1
2469	10	9.42581	60.5	29.4
2470	10	10.2613	131	30.5
2471	10	10.1387	63.2	32.6
2472	10	12.8548	83.2	32.3
2473	10	11.4161	93.3	37.7
2474	10	11.0742	53.1	36.5
2475	10	12.8548	83.2	32.3
2476	10	10.6516	102.1	36.3
2477	10	11.3645	115.8	33.2
2478	10	8.67742	171.9	26.4
2479	10	9.65484	33.2	25.2
2480	10	7.93226	11.3	28.3
2481	10	10.4935	39	32.7
2482	10	7.15484	52.7	28.7
2483	10	10.4935	39	32.7
2484	10	9.23871	60.1	33.5
2485	10	10.029	63.7	29.4
2486	10	10.5194	92.8	30.4
2487	10	11.6226	52.1	43.6
2488	10	11.3161	34.4	33.4
2489	10	9.5129	74.2	27.2
2490	10	8.67742	171.9	26.4
2491	10	11.4161	93.3	37.7
2492	10	8.46129	102.4	30.4
2493	10	12.8548	83.2	32.3
2494	10	9.47742	39.5	27.9
2495	10	11.4161	4	35.2
2496	10	9.5129	74.2	27.2
2497	10	11.2613	48.5	33.9
2498	10	10.1387	63.2	32.6
2499	10	10.5194	92.8	30.4
2500	10	9.42581	60.5	29.4
1900	11	7.32667	72.7	21
1901	11	4.68333	54	14
1902	11	8.39667	49.5	16.1
1903	11	5.33333	66	16
1904	11	5.62	92.6	16.7
1905	11	4.44	54.2	13.6
1906	11	9.01333	113.3	20.9
1907	11	3.70667	74	19.5
1908	11	9.73333	44.1	17.8
1909	11	8.39667	49.5	16.1
1910	11	3.70667	74	19.5
1911	11	5.41333	51.7	11.7
1912	11	5.41667	110.9	20.1
1913	11	4.72333	124.5	14.8
1914	11	5.01	32	14.7
1915	11	5.33333	66	16
1916	11	9.73333	44.1	17.8
1917	11	6.02667	106.7	19.7
1918	11	4.74	127.1	12
1919	11	5.48	31.4	16.2
1920	11	4.44	54.2	13.6
1921	11	6.85333	89.8	19.6
1922	11	3.69333	98.9	15.2
1923	11	4.41	51.5	15.1
1924	11	4.76667	24.2	15.8
1925	11	5.41333	51.7	11.7
1926	11	3.69333	98.9	15.2
1927	11	8.39667	49.5	16.1
1928	11	2.82667	74.1	12.7
1929	11	8.3	76.1	18.5
1930	11	6.47667	55.8	16.8
1931	11	7.14	74.8	19.1
1932	11	4.72333	124.5	14.8
1933	11	5.83667	101.1	14.6
1934	11	5.20667	91.3	15.1
1935	11	7.92	10.4	14.7
1936	11	8.22	88.8	23.5
1937	11	4.74	127.1	12
1938	11	1.88667	70.9	15.8
1939	11	4.11333	82.7	13.5
1940	11	4.19	16.5	17.3
1941	11	5.03333	117.8	11.6
1942	11	8.22	111.9	21.7
1943	11	6.47667	55.8	16.8
1944	11	5.33333	66	16
1945	11	6.34333	52.6	14.4
1946	11	5.34333	76.1	14.1
1947	11	5.62	92.6	16.7
1948	11	4.11333	82.7	13.5
1949	11	8.3	76.1	18.5
1950	11	5.13333	68.5	11.4
1951	11	5.08333	113.5	18.9
1952	11	6.76333	62.8	19.8
1953	11	5.48	31.4	16.2
1954	11	5.34333	76.1	14.1
1955	11	3.17	100	14.3
1956	11	8.22	88.8	23.5
1957	11	9.73333	44.1	17.8
1958	11	3.62333	96.9	13.5
1959	11	4.66333	111	14.8
1960	11	5.08333	113.5	18.9
1961	11	7.45667	62.1	22.6
1962	11	7.92	10.4	14.7
1963	11	4.66333	111	14.8
1964	11	5.62	92.6	16.7
1965	11	4.72333	124.5	14.8
1966	11	6.76333	62.8	19.8
1967	11	5.41	97.1	14.8
1968	11	4.76667	24.2	15.8
1969	11	8.40667	91.8	22.6
1970	11	5.41	97.1	14.8
1971	11	7.45667	62.1	22.6
1972	11	4.88	94.6	14.9
1973	11	8.42667	44.3	19.8
1974	11	3.70667	74	19.5
1975	11	5.41	97.1	14.8
1976	11	4.44667	106.4	15.1
1977	11	3.17	100	14.3
1978	11	8.22	111.9	21.7
1979	11	4.27333	99.2	15.1
1980	11	9.01333	113.3	20.9
1981	11	3.48	93.5	13.9
1982	11	4.41	51.5	15.1
1983	11	5.33333	66	16
1984	11	5.82667	68.7	16.4
1985	11	5.41667	110.9	20.1
1986	11	7.32667	72.7	21
1987	11	4.19	16.5	17.3
1988	11	5.85	69.9	14.4
1989	11	8.40667	91.8	22.6
1990	11	4.27333	99.2	15.1
1991	11	4.66333	111	14.8
1992	11	3.17	100	14.3
1993	11	3.70667	74	19.5
1994	11	1.88667	70.9	15.8
1995	11	7.58	43.5	17.1
1996	11	6.02667	106.7	19.7
1997	11	5.41333	51.7	11.7
1998	11	3.48	93.5	13.9
1999	11	3.70667	74	19.5
2000	11	4.66333	111	14.8
2001	11	7.32667	72.7	21
2002	11	6.85333	89.8	19.6
2003	11	4.76667	24.2	15.8
2004	11	5.33333	66	16
2005	11	5.83667	101.1	14.6
2006	11	4.80667	72.3	16.3
2007	11	2.82667	74.1	12.7
2008	11	6.81	29.6	19.4
2009	11	5.34333	76.1	14.1
2010	11	5.03333	117.8	11.6
2011	11	3.62333	96.9	13.5
2012	11	1.88667	70.9	15.8
2013	11	9.73333	44.1	17.8
2014	11	5.13333	68.5	11.4
2015	11	6.76333	62.8	19.8
2016	11	4.68333	54	14
2017	11	8.22	88.8	23.5
2018	11	5.41667	110.9	20.1
2019	11	5.33333	66	16
2020	11	4.74	127.1	12
2021	11	7.32667	72.7	21
2022	11	5.83667	101.1	14.6
2023	11	4.74	127.1	12
2024	11	5.48	31.4	16.2
2025	11	5.03333	117.8	11.6
2026	11	8.3	76.1	18.5
2027	11	8.22	88.8	23.5
2028	11	4.27333	99.2	15.1
2029	11	4.44	54.2	13.6
2030	11	3.87	44.9	14.2
2031	11	6.81	29.6	19.4
2032	11	6.85333	89.8	19.6
2033	11	5.13333	68.5	11.4
2034	11	3.70667	74	19.5
2035	11	4.27333	99.2	15.1
2036	11	3.62333	96.9	13.5
2037	11	5.03333	117.8	11.6
2038	11	4.74	127.1	12
2039	11	5.48	31.4	16.2
2040	11	6.02667	106.7	19.7
2041	11	4.11333	82.7	13.5
2042	11	7.45667	62.1	22.6
2043	11	5.83667	101.1	14.6
2044	11	9.73333	44.1	17.8
2045	11	8.42667	44.3	19.8
2046	11	3.69333	98.9	15.2
2047	11	5.85	69.9	14.4
2048	11	5.08333	113.5	18.9
2049	11	4.72333	124.5	14.8
2050	11	5.33333	66	16
2051	11	6.46667	95.7	13.9
2052	11	5.20667	91.3	15.1
2053	11	6.85333	89.8	19.6
2054	11	5.83667	101.1	14.6
2055	11	4.11333	82.7	13.5
2056	11	5.45667	77.9	18
2057	11	4.68333	54	14
2058	11	4.74	127.1	12
2059	11	1.88667	70.9	15.8
2060	11	8.42667	44.3	19.8
2061	11	8.3	76.1	18.5
2062	11	8.42667	44.3	19.8
2063	11	8.22	111.9	21.7
2064	11	4.11333	82.7	13.5
2065	11	4.72333	124.5	14.8
2066	11	5.45667	77.9	18
2067	11	5.41	97.1	14.8
2068	11	5.08333	113.5	18.9
2069	11	8.22	111.9	21.7
2070	11	3.70667	74	19.5
2071	11	4.92667	126	13.9
2072	11	6.85333	89.8	19.6
2073	11	8.40667	91.8	22.6
2074	11	8.40667	91.8	22.6
2075	11	7.92	10.4	14.7
2076	11	5.41667	110.9	20.1
2077	11	8.39667	49.5	16.1
2078	11	6.76333	62.8	19.8
2079	11	8.39667	49.5	16.1
2080	11	7.58	43.5	17.1
2081	11	4.66333	111	14.8
2082	11	1.88667	70.9	15.8
2083	11	5.85	69.9	14.4
2084	11	5.62	92.6	16.7
2085	11	5.82667	68.7	16.4
2086	11	7.32667	72.7	21
2087	11	8.42667	44.3	19.8
2088	11	6.81	29.6	19.4
2089	11	6.46667	95.7	13.9
2090	11	6.85333	89.8	19.6
2091	11	7.58	43.5	17.1
2092	11	3.48	93.5	13.9
2093	11	4.68333	54	14
2094	11	5.48	31.4	16.2
2095	11	4.76667	24.2	15.8
2096	11	6.47667	55.8	16.8
2097	11	5.03333	117.8	11.6
2098	11	3.87	44.9	14.2
2099	11	9.73333	44.1	17.8
2100	11	7.32667	72.7	21
2101	11	5.48	31.4	16.2
2102	11	7.45667	62.1	22.6
2103	11	4.72333	124.5	14.8
2104	11	5.20667	91.3	15.1
2105	11	4.88	94.6	14.9
2106	11	5.48	31.4	16.2
2107	11	8.40667	91.8	22.6
2108	11	5.85	69.9	14.4
2109	11	5.41333	51.7	11.7
2110	11	7.32667	72.7	21
2111	11	4.88	94.6	14.9
2112	11	7.14	74.8	19.1
2113	11	4.41	51.5	15.1
2114	11	3.48	93.5	13.9
2115	11	2.82667	74.1	12.7
2116	11	3.87	44.9	14.2
2117	11	1.88667	70.9	15.8
2118	11	4.74	127.1	12
2119	11	4.41	51.5	15.1
2120	11	6.46667	95.7	13.9
2121	11	4.11333	82.7	13.5
2122	11	7.58	43.5	17.1
2123	11	5.03333	117.8	11.6
2124	11	5.41667	110.9	20.1
2125	11	5.08333	113.5	18.9
2126	11	9.01333	113.3	20.9
2127	11	4.41	51.5	15.1
2128	11	3.17	100	14.3
2129	11	5.20667	91.3	15.1
2130	11	5.34333	76.1	14.1
2131	11	1.77	51.7	12
2132	11	7.58	43.5	17.1
2133	11	4.27333	99.2	15.1
2134	11	3.17	100	14.3
2135	11	8.3	76.1	18.5
2136	11	8.22	88.8	23.5
2137	11	6.02667	106.7	19.7
2138	11	5.85	69.9	14.4
2139	11	7.58	43.5	17.1
2140	11	8.3	76.1	18.5
2141	11	8.02333	107.7	15
2142	11	6.76333	62.8	19.8
2143	11	3.87	44.9	14.2
2144	11	7.14	74.8	19.1
2145	11	4.11333	82.7	13.5
2146	11	5.20667	91.3	15.1
2147	11	4.44667	106.4	15.1
2148	11	5.01	32	14.7
2149	11	4.19	16.5	17.3
2150	11	5.34333	76.1	14.1
2151	11	5.34333	76.1	14.1
2152	11	8.22	111.9	21.7
2153	11	4.76667	24.2	15.8
2154	11	4.66333	111	14.8
2155	11	9.01333	113.3	20.9
2156	11	8.42667	44.3	19.8
2157	11	6.85333	89.8	19.6
2158	11	6.34333	52.6	14.4
2159	11	3.94667	89.7	16
2160	11	4.72333	124.5	14.8
2161	11	3.70667	74	19.5
2162	11	9.73333	44.1	17.8
2163	11	3.70667	74	19.5
2164	11	5.01	32	14.7
2165	11	1.77	51.7	12
2166	11	8.40667	91.8	22.6
2167	11	6.34333	52.6	14.4
2168	11	5.33333	66	16
2169	11	6.81	29.6	19.4
2170	11	6.34333	52.6	14.4
2171	11	4.68333	54	14
2172	11	4.44	54.2	13.6
2173	11	8.3	76.1	18.5
2174	11	5.34333	76.1	14.1
2175	11	8.42667	44.3	19.8
2176	11	6.81	29.6	19.4
2177	11	5.82667	68.7	16.4
2178	11	9.01333	113.3	20.9
2179	11	4.88	94.6	14.9
2180	11	5.83667	101.1	14.6
2181	11	3.94667	89.7	16
2182	11	4.66333	111	14.8
2183	11	5.13333	68.5	11.4
2184	11	3.69333	98.9	15.2
2185	11	8.22	111.9	21.7
2186	11	4.27333	99.2	15.1
2187	11	5.34333	76.1	14.1
2188	11	9.73333	44.1	17.8
2189	11	4.80667	72.3	16.3
2190	11	3.17	100	14.3
2191	11	5.13333	68.5	11.4
2192	11	7.14	74.8	19.1
2193	11	3.94667	89.7	16
2194	11	1.88667	70.9	15.8
2195	11	5.45667	77.9	18
2196	11	6.46667	95.7	13.9
2197	11	6.46667	95.7	13.9
2198	11	5.41667	110.9	20.1
2199	11	7.92	10.4	14.7
2200	11	8.42667	44.3	19.8
2201	11	6.46667	95.7	13.9
2202	11	7.92	10.4	14.7
2203	11	3.48	93.5	13.9
2204	11	8.3	76.1	18.5
2205	11	6.47667	55.8	16.8
2206	11	3.17	100	14.3
2207	11	3.87	44.9	14.2
2208	11	3.48	93.5	13.9
2209	11	4.44	54.2	13.6
2210	11	5.41	97.1	14.8
2211	11	4.80667	72.3	16.3
2212	11	2.82667	74.1	12.7
2213	11	6.02667	106.7	19.7
2214	11	7.45667	62.1	22.6
2215	11	7.58	43.5	17.1
2216	11	1.77	51.7	12
2217	11	4.74	127.1	12
2218	11	5.83667	101.1	14.6
2219	11	9.73333	44.1	17.8
2220	11	8.02333	107.7	15
2221	11	7.58	43.5	17.1
2222	11	4.88	94.6	14.9
2223	11	3.94667	89.7	16
2224	11	5.13333	68.5	11.4
2225	11	6.85333	89.8	19.6
2226	11	5.62	92.6	16.7
2227	11	5.33333	66	16
2228	11	1.77	51.7	12
2229	11	3.62333	96.9	13.5
2230	11	6.02667	106.7	19.7
2231	11	5.83667	101.1	14.6
2232	11	3.94667	89.7	16
2233	11	4.44	54.2	13.6
2234	11	6.46667	95.7	13.9
2235	11	3.87	44.9	14.2
2236	11	4.27333	99.2	15.1
2237	11	3.70667	74	19.5
2238	11	6.34333	52.6	14.4
2239	11	4.76667	24.2	15.8
2240	11	7.45667	62.1	22.6
2241	11	3.48	93.5	13.9
2242	11	4.88	94.6	14.9
2243	11	6.76333	62.8	19.8
2244	11	4.68333	54	14
2245	11	8.39667	49.5	16.1
2246	11	4.76667	24.2	15.8
2247	11	3.17	100	14.3
2248	11	9.73333	44.1	17.8
2249	11	7.32667	72.7	21
2250	11	6.76333	62.8	19.8
2251	11	6.34333	52.6	14.4
2252	11	5.41	97.1	14.8
2253	11	6.76333	62.8	19.8
2254	11	4.44667	106.4	15.1
2255	11	4.11333	82.7	13.5
2256	11	4.44667	106.4	15.1
2257	11	4.11333	82.7	13.5
2258	11	7.45667	62.1	22.6
2259	11	3.94667	89.7	16
2260	11	3.70667	74	19.5
2261	11	8.22	88.8	23.5
2262	11	5.33333	66	16
2263	11	5.62	92.6	16.7
2264	11	5.45667	77.9	18
2265	11	4.41	51.5	15.1
2266	11	6.02667	106.7	19.7
2267	11	5.34333	76.1	14.1
2268	11	5.03333	117.8	11.6
2269	11	4.68333	54	14
2270	11	5.41	97.1	14.8
2271	11	6.76333	62.8	19.8
2272	11	8.02333	107.7	15
2273	11	4.68333	54	14
2274	11	5.41667	110.9	20.1
2275	11	6.47667	55.8	16.8
2276	11	6.47667	55.8	16.8
2277	11	3.17	100	14.3
2278	11	8.39667	49.5	16.1
2279	11	4.66333	111	14.8
2280	11	3.87	44.9	14.2
2281	11	7.32667	72.7	21
2282	11	8.22	88.8	23.5
2283	11	3.87	44.9	14.2
2284	11	6.47667	55.8	16.8
2285	11	4.27333	99.2	15.1
2286	11	5.34333	76.1	14.1
2287	11	5.08333	113.5	18.9
2288	11	5.01	32	14.7
2289	11	4.19	16.5	17.3
2290	11	1.77	51.7	12
2291	11	7.92	10.4	14.7
2292	11	5.01	32	14.7
2293	11	7.32667	72.7	21
2294	11	1.88667	70.9	15.8
2295	11	8.3	76.1	18.5
2296	11	4.68333	54	14
2297	11	3.94667	89.7	16
2298	11	4.92667	126	13.9
2299	11	3.62333	96.9	13.5
2300	11	3.69333	98.9	15.2
2301	11	4.76667	24.2	15.8
2302	11	4.92667	126	13.9
2303	11	4.76667	24.2	15.8
2304	11	4.72333	124.5	14.8
